bundle,source_data_file,column,description,unit_or_scale,definition_status,producer_path
computational_application_case,pareto_rank1_all_candidates.csv,thermal_timescale_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,surface_tension_reference_envelope_deviation_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,surface_tension_reference_envelope_deviation_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,density_range,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,ElectricalConductivity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,ElectricalConductivity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,ElectricalConductivity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,ElectricalConductivity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Viscosity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Viscosity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Viscosity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Viscosity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,transport_favorability_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,transport_favorability_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,transport_favorability_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,transport_favorability_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,volumetric_heat_capacity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,volumetric_heat_capacity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,volumetric_heat_capacity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,volumetric_heat_capacity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,thermal_diffusivity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,thermal_diffusivity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,thermal_diffusivity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,thermal_diffusivity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,simplified_thermal_diffusion_timescale_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,simplified_thermal_diffusion_timescale_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,simplified_thermal_diffusion_timescale_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,simplified_thermal_diffusion_timescale_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,surface_tension_reference_envelope_deviation_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,surface_tension_reference_envelope_deviation_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,surface_tension_reference_envelope_deviation_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,surface_tension_reference_envelope_deviation_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Density_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Density_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Density_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Density_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,curve_warning_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,severe_curve_failure_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,temperature_point_count_y,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,low_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,high_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,electrolyte_resistance_ohm_at_low_temperature,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,electrolyte_resistance_ohm_at_reference_temperature,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,electrolyte_resistance_ohm_at_high_temperature,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,low_temperature_resistance_ratio_to_reference,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,high_temperature_resistance_ratio_to_reference,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,high_to_low_temperature_resistance_ratio,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,low_temperature_resistance_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,high_temperature_resistance_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,low_temperature_conductivity_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,high_temperature_conductivity_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,electrolyte_resistance_ohm_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,electrolyte_resistance_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,joule_heating_power_W_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,joule_heating_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,steady_state_temperature_rise_K_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,steady_state_temperature_rise_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,transient_temperature_rise_K_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,transient_temperature_rise_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_cell_exceedance_index_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_cell_exceedance_band_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_cell_exceedance_index_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_cell_exceedance_component_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_cell_exceedance_index_at_band_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_cell_exceedance_band_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,reference_cell_exceedance_band_component_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,scenario_interpretation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,AD_status,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,AD_reason,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,descriptor_knn_distance,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,descriptor_distance_percentile,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_structure,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_inference,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_curve_quality,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_AD,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_conductivity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_viscosity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_heat_capacity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_thermal_diffusivity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,pass_surface_tension_reference_envelope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,final_feasible,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,failure_reasons,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,Pareto_rank,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,domination_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,dominated_set_size,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,utopia_distance,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,utopia_rank_one_order,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,utopia_normalized_conductivity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,utopia_normalized_volumetric_heat_capacity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,utopia_normalized_thermal_diffusivity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,utopia_normalized_viscosity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,recommendation_class,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,main_advantage,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,main_limitation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,downstream_priority,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,uncertainty_status,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,formal_shortlist_selected,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,formal_shortlist_order,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_all_candidates.csv,formal_shortlist_rule,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,candidate_id,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,cation_charge,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,anion_charge,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,generation_status,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,temperature_point_count_x,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,expected_temperature_point_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,temperature_grid_complete,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,candidate_type,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,cation_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,anion_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,il_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,canonical_il_key,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,canonical_cation_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,canonical_anion_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,cation_identity_key,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,anion_identity_key,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,cation_support_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,anion_support_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,conductivity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,conductivity_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,viscosity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,viscosity_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,transport_favorability_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,transport_favorability_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,volumetric_heat_capacity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,volumetric_heat_capacity_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,thermal_diffusivity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,thermal_diffusivity_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,thermal_timescale_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,thermal_timescale_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,surface_tension_reference_envelope_deviation_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,surface_tension_reference_envelope_deviation_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,density_range,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,ElectricalConductivity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,ElectricalConductivity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,ElectricalConductivity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,ElectricalConductivity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,Viscosity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,Viscosity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,Viscosity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,Viscosity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,transport_favorability_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,transport_favorability_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,transport_favorability_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,transport_favorability_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,pareto_rank1_top8_selection.csv,volumetric_heat_capacity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
