old_canonical_pair_key,il_smiles,chemical_identity_key,identity_status,matched_benchmark_IL_names,identity_error
CCn1cc[n+](C)c1||O=[N+]([O-])c1cn[n-]c1,C(C)N1C=[N+](C=C1)C.O=[N+]([O-])c1cn[n-]c1,NJMWOUFKYKNWDW-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCn1cc[n+](C)c1||N#C[C-](C#N)C#N,C(C)N1C=[N+](C=C1)C.N#C[C-](C#N)C#N,NJMWOUFKYKNWDW-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,
CCn1cc[n+](C)c1||CCCC(=O)[O-],C(C)N1C=[N+](C=C1)C.CCCC(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCn1cc[n+](C)c1||C[C@H](N)C(=O)[O-],C(C)N1C=[N+](C=C1)C.C[C@H](N)C(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,pseudo_unseen_known_identity,1-ethyl-3-methylimidazolium L-alaninate,
CCn1cc[n+](C)c1||N#C[B-](C#N)(C#N)C#N,C(C)N1C=[N+](C=C1)C.N#C[B-](C#N)(C#N)C#N,NJMWOUFKYKNWDW-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-ethyl-3-methylimidazolium tetracyanoborate,
CCn1cc[n+](C)c1||NCC(=O)[O-],C(C)N1C=[N+](C=C1)C.NCC(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-ethyl-3-methylimidazolium ammonioacetate,
CCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(C)N1C=[N+](C=C1)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,NJMWOUFKYKNWDW-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,pseudo_unseen_known_identity,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",
CCn1cc[n+](C)c1||CC(O)C(=O)[O-],C(C)N1C=[N+](C=C1)C.CC(O)C(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-ethyl-3-methylimidazolium lactate,
CCn1cc[n+](C)c1||CCC(=O)[O-],C(C)N1C=[N+](C=C1)C.CCC(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCn1cc[n+](C)c1||CCCCCC(=O)[O-],C(C)N1C=[N+](C=C1)C.CCCCCC(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCn1cc[n+](C)c1||CCCCCCCC(=O)[O-],C(C)N1C=[N+](C=C1)C.CCCCCCCC(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCn1cc[n+](C)c1||C[C@@H](O)[C@H](N)C(=O)[O-],C(C)N1C=[N+](C=C1)C.C[C@@H](O)[C@H](N)C(=O)[O-],NJMWOUFKYKNWDW-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,pseudo_unseen_known_identity,3-ethyl-1-methyl-1H-imidazol-3-ium L-threoninate,
CCCCCCCCn1cc[n+](C)c1||O=S(=O)([O-])C(F)(F)F,C(CCCCCCC)N1C=[N+](C=C1)C.O=S(=O)([O-])C(F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-octyl-3-methylimidazolium trifluoromethanesulfonate,
CCCCCCCCn1cc[n+](C)c1||N#C[N-]C#N,C(CCCCCCC)N1C=[N+](C=C1)C.N#C[N-]C#N,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,pseudo_unseen_known_identity,3-methyl-1-octylimidazolium dicyanamide,
CCCCCCCCn1cc[n+](C)c1||CC(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.CC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||F[P-](F)(F)(F)(F)F,C(CCCCCCC)N1C=[N+](C=C1)C.F[P-](F)(F)(F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-octyl-3-methylimidazolium hexafluorophosphate,
CCCCCCCCn1cc[n+](C)c1||O=C([O-])C(F)(F)F,C(CCCCCCC)N1C=[N+](C=C1)C.O=C([O-])C(F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||O=S(=O)(F)[N-]S(=O)(=O)F,C(CCCCCCC)N1C=[N+](C=C1)C.O=S(=O)(F)[N-]S(=O)(=O)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||O=C[O-],C(CCCCCCC)N1C=[N+](C=C1)C.O=C[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||COS(=O)(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.COS(=O)(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium methylsulfate,
CCCCCCCCn1cc[n+](C)c1||CCOS(=O)(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.C(C)OS(=O)(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium ethylsulfate,
CCCCCCCCn1cc[n+](C)c1||CS(=O)(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.CS(=O)(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||O=[N+]([O-])c1cn[n-]c1,C(CCCCCCC)N1C=[N+](C=C1)C.O=[N+]([O-])c1cn[n-]c1,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||CCCC(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.CCCC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCCCC)N1C=[N+](C=C1)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-octyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,
CCCCCCCCn1cc[n+](C)c1||CC(O)C(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.CC(O)C(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||CCC(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.CCC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||CCCCCC(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.CCCCCC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||CCCCCCCC(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.CCCCCCCC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCn1cc[n+](C)c1||C[C@@H](O)[C@H](N)C(=O)[O-],C(CCCCCCC)N1C=[N+](C=C1)C.C[C@@H](O)[C@H](N)C(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CC(=O)[O-],CCCC[n+]1ccccc1.CC(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||F[P-](F)(F)(F)(F)F,CCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,REACWASHYHDPSQ-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||O=S(=O)([O-])O,CCCC[n+]1ccccc1.O=S(=O)([O-])O,REACWASHYHDPSQ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||O=C[O-],CCCC[n+]1ccccc1.O=C[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||COS(=O)(=O)[O-],CCCC[n+]1ccccc1.COS(=O)(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CCOS(=O)(=O)[O-],CCCC[n+]1ccccc1.C(C)OS(=O)(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CS(=O)(=O)[O-],CCCC[n+]1ccccc1.CS(=O)(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||O=[N+]([O-])c1cn[n-]c1,CCCC[n+]1ccccc1.O=[N+]([O-])c1cn[n-]c1,REACWASHYHDPSQ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||N#C[C-](C#N)C#N,CCCC[n+]1ccccc1.N#C[C-](C#N)C#N,REACWASHYHDPSQ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CCCC(=O)[O-],CCCC[n+]1ccccc1.CCCC(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||C[C@H](N)C(=O)[O-],CCCC[n+]1ccccc1.C[C@H](N)C(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||N#C[B-](C#N)(C#N)C#N,CCCC[n+]1ccccc1.N#C[B-](C#N)(C#N)C#N,REACWASHYHDPSQ-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||NCC(=O)[O-],CCCC[n+]1ccccc1.NCC(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,REACWASHYHDPSQ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CC(O)C(=O)[O-],CCCC[n+]1ccccc1.CC(O)C(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CCC(=O)[O-],CCCC[n+]1ccccc1.CCC(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CCCCCC(=O)[O-],CCCC[n+]1ccccc1.CCCCCC(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||CCCCCCCC(=O)[O-],CCCC[n+]1ccccc1.CCCCCCCC(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[n+]1ccccc1||C[C@@H](O)[C@H](N)C(=O)[O-],CCCC[n+]1ccccc1.C[C@@H](O)[C@H](N)C(=O)[O-],REACWASHYHDPSQ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[P+](CCCC)(CCCC)CCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||F[B-](F)(F)F,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||[Br-],CCCC[P+](CCCC)(CCCC)CCCC.[Br-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=S(=O)([O-])C(F)(F)F,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||[Cl-],CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||N#C[N-]C#N,CCCC[P+](CCCC)(CCCC)CCCC.N#C[N-]C#N,BJQWBACJIAKDTJ-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||CC(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CC(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||F[P-](F)(F)(F)(F)F,CCCC[P+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||N#C[S-],CCCC[P+](CCCC)(CCCC)CCCC.N#C[S-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=C([O-])C(F)(F)F,CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])C(F)(F)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=S(=O)(F)[N-]S(=O)(=O)F,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)(F)[N-]S(=O)(=O)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=S(=O)([O-])O,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,BJQWBACJIAKDTJ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[P+](CCCC)(CCCC)CCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=[N+]([O-])[O-],CCCC[P+](CCCC)(CCCC)CCCC.O=[N+]([O-])[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.COS(=O)(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||CCOS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.C(C)OS(=O)(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=[N+]([O-])c1cn[n-]c1,CCCC[P+](CCCC)(CCCC)CCCC.O=[N+]([O-])c1cn[n-]c1,BJQWBACJIAKDTJ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||N#C[C-](C#N)C#N,CCCC[P+](CCCC)(CCCC)CCCC.N#C[C-](C#N)C#N,BJQWBACJIAKDTJ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||CCCC(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CCCC(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||N#C[B-](C#N)(C#N)C#N,CCCC[P+](CCCC)(CCCC)CCCC.N#C[B-](C#N)(C#N)C#N,BJQWBACJIAKDTJ-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||NCC(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.NCC(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,BJQWBACJIAKDTJ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||CC(O)C(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CC(O)C(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||CCC(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CCC(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||CCCCCC(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CCCCCC(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCC[P+](CCCC)(CCCC)CCCC||CCCCCCCC(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCC(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||F[B-](F)(F)F,C=CC[n+]1ccn(C)c1.F[B-](F)(F)F,WWVMHGUBIOZASN-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||O=S(=O)([O-])C(F)(F)F,C=CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,WWVMHGUBIOZASN-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,C=CC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,WWVMHGUBIOZASN-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||O=C([O-])C(F)(F)F,C=CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,WWVMHGUBIOZASN-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||O=S(=O)(F)[N-]S(=O)(=O)F,C=CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,WWVMHGUBIOZASN-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||O=S(=O)([O-])O,C=CC[n+]1ccn(C)c1.O=S(=O)([O-])O,WWVMHGUBIOZASN-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C=CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,WWVMHGUBIOZASN-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||O=[N+]([O-])[O-],C=CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||COS(=O)(=O)[O-],C=CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||CCOS(=O)(=O)[O-],C=CC[n+]1ccn(C)c1.C(C)OS(=O)(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||CS(=O)(=O)[O-],C=CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||O=[N+]([O-])c1cn[n-]c1,C=CC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,WWVMHGUBIOZASN-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||N#C[C-](C#N)C#N,C=CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,WWVMHGUBIOZASN-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||C[C@H](N)C(=O)[O-],C=CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||N#C[B-](C#N)(C#N)C#N,C=CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,WWVMHGUBIOZASN-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||NCC(=O)[O-],C=CC[n+]1ccn(C)c1.NCC(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,WWVMHGUBIOZASN-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
